urls,title,details,channel,ytkey,hours,minutes,views,age_years,age_months,search_key
https://www.youtube.com/watch?v=MuwNL8ILdNQ,Varde Bhavani Sharade | Raag Ahir Bhairav | Pt. Kuldeep Sagar | G K Ramphrasadh,"Varde Bhavani Sharade | Raag Ahir Bhairav | Pt. Kuldeep Sagar | G K Ramphrasadh by Alaap Music Academy Chennai 3 years ago 4 minutes, 18 seconds 22,503 views",Alaap Music Academy Chennai,MuwNL8ILdNQ,0,4,22503,3,0,raag+ahirbhairav
https://www.youtube.com/watch?v=q_zw4anS34k,"Raag Ahir Bhairav - ""Taan Samrat"" Ustad Naseer Ahmed Khan (Dilli Gharana)","Raag Ahir Bhairav - ""Taan Samrat"" Ustad Naseer Ahmed Khan (Dilli Gharana) by The Abhishek Raaj 8 years ago 25 minutes 6,988 views",The Abhishek Raaj,q_zw4anS34k,0,25,6988,8,0,raag+ahirbhairav
https://www.youtube.com/watch?v=ZotnYlAuXFk,Razakhani Gat of Raga Ahir Bhairav on Sitar.,"Razakhani Gat of Raga Ahir Bhairav on Sitar. by Bhairvi 9 months ago 18 minutes 2,694 views",Bhairvi,ZotnYlAuXFk,0,18,2694,0,9,raag+ahirbhairav
https://www.youtube.com/watch?v=bmXvF800gn0,Continuation of Raag Ahir Bhairav Alankar Riyaz,"Continuation of Raag Ahir Bhairav Alankar Riyaz by Dr.Mandakini Lahiri 1 year ago 3 minutes, 48 seconds 1,052 views",Dr.Mandakini Lahiri,bmXvF800gn0,0,3,1052,1,0,raag+ahirbhairav
https://www.youtube.com/watch?v=pIbk8Li8ngk,Sanjeev abhyankar  - Raga Ahir Bhairav,"Sanjeev abhyankar  - Raga Ahir Bhairav by Mohit Dobhal 7 years ago 12 minutes, 23 seconds 2,654 views",Mohit Dobhal,pIbk8Li8ngk,0,12,2654,7,0,raag+ahirbhairav
https://www.youtube.com/watch?v=3XJ7W9uABu4,Raag Ahir Bhairav By Kala Ramnathji. ( Violinist ),"Raag Ahir Bhairav By Kala Ramnathji. ( Violinist ) by OmniMusic 1 year ago 12 minutes, 57 seconds 4,555 views",OmniMusic,3XJ7W9uABu4,0,12,4555,1,0,raag+ahirbhairav
https://www.youtube.com/watch?v=OKhDCUtH3W8,Raag Ahir Bhairav On Bansuri (Flute) By Paras Nath,"Raag Ahir Bhairav On Bansuri (Flute) By Paras Nath by Paras Nath Flute 1 year ago 15 minutes 13,379 views",Paras Nath Flute,OKhDCUtH3W8,0,15,13379,1,0,raag+ahirbhairav
https://www.youtube.com/watch?v=81R6LQjGDmE,🌹 Raag Ahir Bhairav 🎶 Chhota Khayal Sanvari Saloni 🌹 Sargam Zone,"🌹 Raag Ahir Bhairav 🎶 Chhota Khayal Sanvari Saloni 🌹 Sargam Zone by Sargam Zone 2 years ago 4 minutes, 5 seconds 16,055 views",Sargam Zone,81R6LQjGDmE,0,4,16055,2,0,raag+ahirbhairav
https://www.youtube.com/watch?v=BtB0oRYRgPw,raag ahir bhairav,"raag ahir bhairav by Sangeet vandan 1 year ago 3 minutes, 19 seconds 289 views",Sangeet vandan,BtB0oRYRgPw,0,3,289,1,0,raag+ahirbhairav
https://www.youtube.com/watch?v=OO9g2uplwWg,PARVEEN SULTANA JI RAAG-AHIR BHAIRAV,PARVEEN SULTANA JI RAAG-AHIR BHAIRAV by Debojeet Mukherjee 1 year ago 15 minutes 277 views,Debojeet Mukherjee,OO9g2uplwWg,0,15,277,1,0,raag+ahirbhairav
https://www.youtube.com/watch?v=5yumLKeHT1c,Raag Ahir Bhairav | Vid. Arati Ankalikar Tikekar | Vocal,"Raag Ahir Bhairav | Vid. Arati Ankalikar Tikekar | Vocal by Indian Classical Forest 1 year ago 37 minutes 1,429 views",Indian Classical Forest,5yumLKeHT1c,0,37,1429,1,0,raag+ahirbhairav
https://www.youtube.com/watch?v=AtuIWhAD-eU,Raag Ahir Bhairav. Bhai Maninder Singh ji Hazoori Ragi with principal sukhwant singh ji,"Raag Ahir Bhairav. Bhai Maninder Singh ji Hazoori Ragi with principal sukhwant singh ji by GS.CREATIONS 1 year ago 8 minutes, 15 seconds 1,776 views",GS.CREATIONS,AtuIWhAD-eU,0,8,1776,1,0,raag+ahirbhairav
https://www.youtube.com/watch?v=yiFWSz8R0Ws,GANESH STUTI {Raag Ahir Bhairav},"GANESH STUTI {Raag Ahir Bhairav} by Dr. Shivkumar Kiran Angadi 9 years ago 8 minutes, 31 seconds 31,519 views",Dr. Shivkumar Kiran Angadi,yiFWSz8R0Ws,0,8,31519,9,0,raag+ahirbhairav
https://www.youtube.com/watch?v=jARiNmtPQ2s,Rahim Khushnawaz - raag Ahir Bhairav,"Rahim Khushnawaz - raag Ahir Bhairav by leobartox 9 years ago 6 minutes, 19 seconds 83,747 views",leobartox,jARiNmtPQ2s,0,6,83747,9,0,raag+ahirbhairav
https://www.youtube.com/watch?v=l-JnzfhIi3M,Nandini Trivedi: Raag Ahir bhairav based film songs,"Nandini Trivedi: Raag Ahir bhairav based film songs by SwarGurjari 1 year ago 12 minutes, 14 seconds 453 views",SwarGurjari,l-JnzfhIi3M,0,12,453,1,0,raag+ahirbhairav
https://www.youtube.com/watch?v=VW02QNYhczM,Tanpura C# Raag AHIR BHAIRAV  | Swar Mandal | Esraj Production | Amit Narang,"Tanpura C# Raag AHIR BHAIRAV  | Swar Mandal | Esraj Production | Amit Narang by Ardaas Production 1 year ago 15 minutes 9,586 views",Ardaas Production,VW02QNYhczM,0,15,9586,1,0,raag+ahirbhairav
